PhraseId	SentenceId	Phrase	Sentiment
2017	77	major	2
2018	77	problem	1
2019	77	with Windtalkers	2
2020	77	is that the bulk of the movie centers on the wrong character .	2
2021	77	is that the bulk of the movie centers on the wrong character	2
2022	77	that the bulk of the movie centers on the wrong character	1
2023	77	the bulk of the movie centers on the wrong character	2
2024	77	the bulk of the movie	2
2025	77	the bulk	2
2026	77	bulk	2
2027	77	of the movie	2
2028	77	centers on the wrong character	2
2029	77	centers	3
2030	77	on the wrong character	2
2031	77	the wrong character	2
2032	77	wrong character	2
2033	77	wrong	1
2034	78	Swimfan , like Fatal Attraction , eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .	2
2035	78	Swimfan , like Fatal Attraction ,	2
2036	78	Swimfan , like Fatal Attraction	3
2037	78	Swimfan ,	2
2038	78	Swimfan	2
2039	78	like Fatal Attraction	2
2040	78	Fatal Attraction	2
2041	78	Attraction	2
2042	78	eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .	1
2043	78	eventually	2
2044	78	goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .	0
2045	78	goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub	2
2046	78	goes overboard	1
2047	78	goes	2
2048	78	overboard	1
2049	78	with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub	1
2050	78	a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub	1
2051	78	a loony melodramatic denouement	1
2052	78	loony melodramatic denouement	2
2053	78	loony	1
2054	78	melodramatic denouement	1
2055	78	melodramatic	2
2056	78	denouement	1
2057	78	in which a high school swimming pool substitutes for a bathtub	1
2058	78	a high school swimming pool substitutes for a bathtub	2
2059	78	a high school swimming	2
2060	78	high school swimming	2
2061	78	school swimming	2
2062	78	school	2
2063	78	swimming	2
2064	78	pool substitutes for a bathtub	2
2065	78	pool	2
2066	78	substitutes for a bathtub	2
2067	78	substitutes	2
2068	78	for a bathtub	2
2069	78	a bathtub	2
2070	78	bathtub	2
2071	79	This is a heartfelt story ... it just is n't a very involving one .	1
2072	79	This is a heartfelt story ... it just is n't a very involving one	1
2073	79	This is a heartfelt story ...	3
2074	79	This is a heartfelt story	4
2075	79	is a heartfelt story	3
2076	79	a heartfelt story	3
2077	79	heartfelt story	4
2078	79	heartfelt	3
2079	79	it just is n't a very involving one	1
2080	79	just is n't a very involving one	1
2081	79	is n't a very involving one	1
2082	79	is n't a very	1
2083	79	is n't	1
2084	79	a very	2
2085	79	involving one	2
2086	79	involving	2
2087	80	An unsettling , memorable cinematic experience that does its predecessors proud .	4
2088	80	An unsettling , memorable cinematic experience that	4
2089	80	An unsettling , memorable cinematic experience	3
2090	80	unsettling , memorable cinematic experience	3
2091	80	unsettling	2
2092	80	, memorable cinematic experience	4
2093	80	memorable cinematic experience	3
2094	80	cinematic experience	3
2095	80	experience	2
2096	80	does its predecessors proud .	3
2097	80	does its predecessors proud	4
2098	80	its predecessors proud	3
2099	80	its predecessors	2
2100	80	predecessors	3
2101	80	proud	4
2102	81	All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .	3
2103	81	All in all	2
2104	81	in all	2
2105	81	, it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .	3
2106	81	it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .	4
2107	81	's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .	3
2108	81	's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own	3
2109	81	a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own	4
2110	81	a pretty good execution	3
2111	81	pretty good execution	3
2112	81	pretty good	3
2113	81	pretty	4
2114	81	execution	2
2115	81	of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own	4
2116	81	a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own	4
2117	81	that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own	3
2118	81	's a lot richer than the ones Hollywood action screenwriters usually come up with on their own	3
2119	81	's a lot richer than the ones	3
2120	81	a lot richer than the ones	3
2121	81	a lot	2
2122	81	lot	2
2123	81	richer than the ones	2
2124	81	richer	2
2125	81	than the ones	2
2126	81	the ones	2
2127	81	ones	2
2128	81	Hollywood action screenwriters usually come up with on their own	2
2129	81	Hollywood action screenwriters	2
2130	81	Hollywood	2
2131	81	action screenwriters	2
2132	81	screenwriters	2
2133	81	usually come up with on their own	2
2134	81	usually	2
2135	81	come up with on their own	2
2136	81	come up	2
2137	81	come	2
2138	81	with on their own	2
2139	81	on their own	2
2140	81	their own	2
2141	81	own	2
2142	82	Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American .	3
2143	82	Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American	3
2144	82	Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and	3
2145	82	Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose ,	3
2146	82	Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose	3
2147	82	Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle --	2
2148	82	Phillip Noyce and all of his actors	2
2149	82	Phillip Noyce and	2
2150	82	Phillip Noyce	2
2151	82	Phillip	2
2152	82	Noyce	2
2153	82	all of his actors	2
2154	82	of his actors	2
2155	82	his actors	2
2156	82	-- as well as his cinematographer , Christopher Doyle --	2
2157	82	-- as well as his cinematographer , Christopher Doyle	2
2158	82	-- as well as	2
2159	82	as well as	2
2160	82	well as	2
2161	82	his cinematographer , Christopher Doyle	2
2162	82	his cinematographer ,	2
2163	82	his cinematographer	2
2164	82	cinematographer	2
2165	82	Christopher Doyle	2
2166	82	Christopher	2
2167	82	Doyle	2
2168	82	understand the delicate forcefulness of Greene 's prose	2
2169	82	understand	2
2170	82	the delicate forcefulness of Greene 's prose	3
2171	82	the delicate forcefulness	3
2172	82	delicate forcefulness	2
2173	82	delicate	3
2174	82	forcefulness	2
2175	82	of Greene 's prose	2
2176	82	Greene 's prose	2
2177	82	Greene 's	2
2178	82	Greene	2
2179	82	prose	2
2180	82	it 's there on the screen in their version of The Quiet American	2
2181	82	's there on the screen in their version of The Quiet American	2
2182	82	's there	2
2183	82	on the screen in their version of The Quiet American	2
2184	82	the screen in their version of The Quiet American	2
2185	82	the screen	2
2186	82	screen	2
2187	82	in their version of The Quiet American	2
2188	82	their version of The Quiet American	2
2189	82	their version	2
2190	82	version	2
2191	82	of The Quiet American	2
2192	82	The Quiet American	2
2193	82	Quiet American	2
2194	82	American	2
2195	83	The Pianist lacks the quick emotional connections of Steven Spielberg 's Schindler 's List .	2
2196	83	The Pianist	2
2197	83	Pianist	2
2198	83	lacks the quick emotional connections of Steven Spielberg 's Schindler 's List .	2
2199	83	lacks the quick emotional connections of Steven Spielberg 's Schindler 's List	1
2200	83	lacks	1
2201	83	the quick emotional connections of Steven Spielberg 's Schindler 's List	3
2202	83	the quick emotional connections	2
2203	83	quick emotional connections	2
2204	83	quick	2
2205	83	emotional connections	3
2206	83	emotional	2
2207	83	connections	2
2208	83	of Steven Spielberg 's Schindler 's List	3
2209	83	Steven Spielberg 's Schindler 's List	2
2210	83	Steven Spielberg 's	2
2211	83	Steven	2
2212	83	Spielberg 's	2
2213	83	Spielberg	2
2214	83	Schindler 's List	2
2215	83	Schindler 's	3
2216	83	Schindler	2
2217	83	List	2
2218	84	Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .	3
2219	84	Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening	3
2220	84	Inventive , fun ,	3
2221	84	Inventive , fun	4
2222	84	Inventive ,	3
2223	84	Inventive	3
2224	84	intoxicatingly sexy , violent , self-indulgent and maddening	3
2225	84	intoxicatingly	2
2226	84	sexy , violent , self-indulgent and maddening	1
2227	84	sexy	4
2228	84	, violent , self-indulgent and maddening	1
2229	84	violent , self-indulgent and maddening	1
2230	84	violent	1
2231	84	, self-indulgent and maddening	1
2232	84	self-indulgent and maddening	1
2233	84	self-indulgent and	1
2234	84	maddening	1
2235	85	Tells a fascinating , compelling story .	4
2236	85	Tells a fascinating , compelling story	3
2237	85	Tells	2
2238	85	a fascinating , compelling story	4
2239	85	fascinating , compelling story	4
2240	85	fascinating	3
2241	85	, compelling story	3
2242	85	compelling story	3
2243	85	compelling	3
2244	86	Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter .	1
2245	86	Written , flatly , by David Kendall and directed , barely , by There	1
2246	86	Written , flatly , by David Kendall and	1
2247	86	Written , flatly , by David Kendall	1
2248	86	Written , flatly ,	1
2249	86	Written , flatly	1
2250	86	Written ,	2
2251	86	Written	2
2252	86	flatly	1
2253	86	by David Kendall	2
2254	86	David Kendall	2
2255	86	Kendall	2
2256	86	directed , barely , by There	1
2257	86	directed , barely ,	0
2258	86	directed , barely	1
2259	86	directed ,	2
2260	86	directed	2
2261	86	barely	2
2262	86	by There	2
2263	86	's Something About Mary co-writer Ed Decter .	2
2264	86	's Something About Mary co-writer Ed Decter	2
2265	86	Something About Mary co-writer Ed Decter	2
2266	86	About Mary co-writer Ed Decter	2
2267	86	Mary co-writer Ed Decter	2
2268	86	Mary	2
2269	86	co-writer Ed Decter	2
2270	86	co-writer	2
2271	86	Ed Decter	2
2272	86	Ed	2
2273	86	Decter	2
2274	87	Highly recommended viewing for its courage , ideas , technical proficiency and great acting .	4
2275	87	Highly	2
2276	87	recommended viewing for its courage , ideas , technical proficiency and great acting .	3
2277	87	recommended viewing for its courage , ideas , technical proficiency and great acting	4
2278	87	recommended	4
2279	87	viewing for its courage , ideas , technical proficiency and great acting	3
2280	87	viewing	2
2281	87	for its courage , ideas , technical proficiency and great acting	4
2282	87	its courage , ideas , technical proficiency and great acting	4
2283	87	its courage , ideas , technical proficiency and	3
2284	87	its courage , ideas , technical proficiency	3
2285	87	its courage , ideas ,	3
2286	87	its courage , ideas	3
2287	87	its courage ,	3
2288	87	its courage	2
2289	87	courage	2
2290	87	ideas	2
2291	87	technical proficiency	3
2292	87	technical	2
2293	87	proficiency	3
2294	87	great acting	4
2295	87	great	4
2296	87	acting	2
2297	88	In IMAX in short , it 's just as wonderful on the big screen .	4
2298	88	In IMAX in short	2
2299	88	IMAX in short	3
2300	88	IMAX	2
2301	88	in short	1
2302	88	short	2
2303	88	, it 's just as wonderful on the big screen .	3
2304	88	it 's just as wonderful on the big screen .	3
2305	88	's just as wonderful on the big screen .	4
2306	88	's just as wonderful on the big screen	3
2307	88	's just	2
2308	88	as wonderful on the big screen	4
2309	88	wonderful on the big screen	4
2310	88	wonderful	3
2311	88	on the big screen	2
2312	88	the big screen	2
2313	88	big screen	2
2314	88	big	2
2315	89	It shows us a slice of life that 's very different from our own and yet instantly recognizable .	3
2316	89	shows us a slice of life that 's very different from our own and yet instantly recognizable .	3
2317	89	shows us a slice of life that 's very different from our own and yet instantly recognizable	3
2318	89	shows	2
2319	89	us a slice of life that 's very different from our own and yet instantly recognizable	3
2320	89	a slice of life that 's very different from our own and yet instantly recognizable	2
2321	89	a slice	2
2322	89	slice	2
2323	89	of life that 's very different from our own and yet instantly recognizable	2
2324	89	life that 's very different from our own and yet instantly recognizable	3
2325	89	that 's very different from our own and yet instantly recognizable	3
2326	89	's very different from our own and yet instantly recognizable	3
2327	89	very different from our own and yet instantly recognizable	3
2328	89	very different from our own and	2
2329	89	very different from our own	2
2330	89	different from our own	2
2331	89	from our own	2
2332	89	our own	2
2333	89	yet instantly recognizable	2
2334	89	yet	2
2335	89	instantly recognizable	2
2336	89	instantly	2
2337	89	recognizable	3
2338	90	Amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way .	1
2339	90	Amid the shock and curiosity factors	2
2340	90	Amid	2
2341	90	the shock and curiosity factors	2
2342	90	shock and curiosity factors	2
2343	90	shock	2
2344	90	and curiosity factors	2
2345	90	curiosity factors	3
2346	90	curiosity	2
2347	90	factors	2
2348	90	, the film is just a corny examination of a young actress trying to find her way .	1
2349	90	the film is just a corny examination of a young actress trying to find her way .	1
2350	90	is just a corny examination of a young actress trying to find her way .	1
2351	90	is just a corny examination of a young actress trying to find her way	1
2352	90	a corny examination of a young actress trying to find her way	1
2353	90	a corny examination	1
2354	90	corny examination	1
2355	90	corny	1
2356	90	examination	2
2357	90	of a young actress trying to find her way	2
2358	90	a young actress trying to find her way	2
2359	90	a young actress	2
2360	90	young actress	2
2361	90	actress	2
2362	90	trying to find her way	2
2363	90	trying	2
2364	90	to find her way	2
2365	90	find her way	2
2366	90	find	2
2367	90	her way	2
2368	90	her	2
2369	91	It 's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .	2
2370	91	's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .	1
2371	91	's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another	0
2372	91	's lazy for a movie	1
2373	91	lazy for a movie	0
2374	91	lazy	1
2375	91	for a movie	2
2376	91	to avoid solving one problem by trying to distract us with the solution to another	1
2377	91	avoid solving one problem by trying to distract us with the solution to another	1
2378	91	solving one problem by trying to distract us with the solution to another	2
2379	91	solving one problem	2
2380	91	solving	2
2381	91	one problem	2
2382	91	by trying to distract us with the solution to another	1
2383	91	trying to distract us with the solution to another	1
2384	91	to distract us with the solution to another	2
2385	91	distract us with the solution to another	2
2386	91	distract us	2
2387	91	distract	1
2388	91	with the solution to another	3
2389	91	the solution to another	2
2390	91	the solution	2
2391	91	solution	3
2392	91	to another	2
2393	91	another	2
2394	92	... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy .	3
2395	92	it 's as comprehensible as any Dummies guide , something even non-techies can enjoy .	3
2396	92	's as comprehensible as any Dummies guide , something even non-techies can enjoy .	3
2397	92	's as comprehensible as any Dummies guide , something even non-techies can enjoy	3
2398	92	's as comprehensible as any Dummies guide , something	1
2399	92	as comprehensible as any Dummies guide , something	2
2400	92	comprehensible as any Dummies guide , something	2
2401	92	comprehensible	3
2402	92	as any Dummies guide , something	2
2403	92	any Dummies guide , something	1
2404	92	any Dummies guide ,	2
2405	92	any Dummies guide	2
2406	92	Dummies guide	2
2407	92	Dummies	2
2408	92	guide	2
2409	92	even non-techies can enjoy	3
2410	92	non-techies can enjoy	3
2411	92	non-techies	2
2412	92	can enjoy	3
2413	92	enjoy	4
2414	93	Entertains not so much because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel .	1
2415	93	Entertains not so much because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel	2
2416	93	Entertains not so much	1
2417	93	Entertains not	1
2418	93	Entertains	3
2419	93	so much	2
2420	93	because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel	1
2421	93	because	2
2422	93	of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel	0
2423	93	of its music or comic antics	2
2424	93	its music or comic antics	2
2425	93	its music or	1
2426	93	its music	2
2427	93	music	2
2428	93	comic antics	2
2429	93	comic	2
2430	93	antics	2
2431	93	, but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel	1
2432	93	, but	2
2433	93	through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel	1
2434	93	the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel	1
2435	93	the perverse pleasure	3
2436	93	perverse pleasure	2
2437	93	pleasure	4
2438	93	of watching Disney scrape the bottom of its own cracker barrel	2
2439	93	watching Disney scrape the bottom of its own cracker barrel	1
2440	93	Disney scrape the bottom of its own cracker barrel	0
2441	93	Disney scrape	1
2442	93	Disney	3
2443	93	scrape	2
2444	93	the bottom of its own cracker barrel	2
2445	93	the bottom	2
2446	93	bottom	1
2447	93	of its own cracker barrel	2
2448	93	its own cracker barrel	2
2449	93	own cracker barrel	2
2450	93	cracker barrel	2
2451	93	cracker	2
2452	93	barrel	2
2453	94	Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .	3
2454	94	Writer\/director Burr Steers	2
2455	94	Writer\/director	2
2456	94	Burr Steers	2
2457	94	Burr	2
2458	94	Steers	2
2459	94	emphasizes the Q in Quirky , with mixed results .	1
2460	94	emphasizes the Q in Quirky , with mixed results	2
2461	94	emphasizes the Q in Quirky ,	2
2462	94	emphasizes the Q in Quirky	2
2463	94	emphasizes	2
2464	94	the Q in Quirky	3
2465	94	the Q	2
2466	94	Q	2
2467	94	in Quirky	2
2468	94	Quirky	2
2469	94	with mixed results	2
2470	94	mixed results	1
2471	94	mixed	2
2472	94	results	2
2473	95	Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .	0
2474	95	Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres	0
2475	95	Scarcely worth a mention	0
2476	95	Scarcely worth	0
2477	95	Scarcely	2
2478	95	a mention	2
2479	95	mention	2
2480	95	apart from reporting on the number of tumbleweeds blowing through the empty theatres	0
2481	95	from reporting on the number of tumbleweeds blowing through the empty theatres	1
2482	95	reporting on the number of tumbleweeds blowing through the empty theatres	1
2483	95	reporting	2
2484	95	on the number of tumbleweeds blowing through the empty theatres	0
2485	95	the number of tumbleweeds blowing through the empty theatres	1
2486	95	the number	2
2487	95	number	2
2488	95	of tumbleweeds blowing through the empty theatres	0
2489	95	tumbleweeds blowing through the empty theatres	0
2490	95	tumbleweeds	1
2491	95	blowing through the empty theatres	2
2492	95	blowing	2
2493	95	through the empty theatres	2
2494	95	the empty theatres	1
2495	95	empty theatres	1
2496	95	empty	1
2497	95	theatres	2
2498	95	graced with its company .	2
2499	95	graced with its company	2
2500	95	graced	3
2501	95	with its company	2
2502	95	its company	2
2503	95	company	2
2504	96	Invigorating , surreal , and resonant with a rainbow of emotion .	4
2505	96	Invigorating , surreal , and resonant with a rainbow of emotion	4
2506	96	Invigorating , surreal , and resonant with a rainbow	4
2507	96	Invigorating , surreal , and resonant	3
2508	96	Invigorating	2
2509	96	, surreal , and resonant	2
2510	96	surreal , and resonant	2
2511	96	surreal	2
2512	96	, and resonant	2
2513	96	, and	3
2514	96	resonant	3
2515	96	with a rainbow	2
2516	96	a rainbow	2
2517	96	rainbow	2
2518	96	of emotion	2
2519	96	emotion	2
2520	97	`` Analyze That '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .	0
2521	97	Analyze That '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .	0
2522	97	Analyze That	2
2523	97	Analyze	2
2524	97	'' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .	0
2525	97	is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .	0
2526	97	is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original	1
2527	97	one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original	1
2528	97	of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original	0
2529	97	those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original	0
2530	97	those crass , contrived sequels	0
2531	97	crass , contrived sequels	0
2532	97	crass	2
2533	97	, contrived sequels	1
2534	97	contrived sequels	1
2535	97	sequels	2
2536	97	that not only fails on its own , but makes you second-guess your affection for the original	0
2537	97	not only fails on its own , but makes you second-guess your affection for the original	1
2538	97	not only	2
2539	97	fails on its own , but makes you second-guess your affection for the original	0
2540	97	fails on its own , but	1
2541	97	fails on its own ,	1
2542	97	fails on its own	1
2543	97	fails	0
2544	97	on its own	2
2545	97	its own	3
2546	97	makes you second-guess your affection for the original	2
2547	97	you second-guess your affection for the original	1
2548	97	second-guess your affection for the original	2
2549	97	second-guess your affection	2
2550	97	second-guess	2
2551	97	your affection	2
2552	97	affection	3
2553	97	for the original	2
2554	97	the original	3
2555	97	original	3
2556	98	Report card : Does n't live up to the exalted tagline - there 's definite room for improvement .	1
2557	98	Report card : Does n't live up to the exalted tagline -	1
2558	98	Report card : Does n't live up to the exalted tagline	1
2559	98	Report card :	2
2560	98	Report card	2
2561	98	Report	2
2562	98	card	2
2563	98	Does n't live up to the exalted tagline	1
2564	98	live up to the exalted tagline	2
2565	98	live up	2
2566	98	live	2
2567	98	to the exalted tagline	2
2568	98	the exalted tagline	2
2569	98	exalted tagline	2
2570	98	exalted	3
2571	98	tagline	2
2572	98	there 's definite room for improvement .	1
2573	98	's definite room for improvement .	1
2574	98	's definite room for improvement	1
2575	98	definite room for improvement	1
2576	98	definite room	2
2577	98	definite	2
2578	98	room	2
2579	98	for improvement	1
2580	98	improvement	3
2581	99	It 's not a particularly good film , but neither is it a monsterous one .	2
2582	99	It 's not a particularly good film , but neither is it a monsterous one	1
2583	99	It 's not a particularly good film , but	1
2584	99	It 's not a particularly good film ,	1
2585	99	It 's not a particularly good film	1
2586	99	's not a particularly good film	0
2587	99	's not	2
2588	99	a particularly good film	4
2589	99	particularly good film	4
2590	99	particularly good	4
2591	99	neither is it a monsterous one	2
2592	99	neither	2
2593	99	is it a monsterous one	1
2594	99	it a monsterous one	2
2595	99	a monsterous one	1
2596	99	a monsterous	2
2597	99	monsterous	2
2598	100	Tsai may be ploughing the same furrow once too often .	2
2599	100	Tsai	2
2600	100	may be ploughing the same furrow once too often .	1
2601	100	may be ploughing the same furrow once too often	1
2602	100	may	2
2603	100	be ploughing the same furrow once too often	1
2604	100	ploughing the same furrow once too often	1
2605	100	ploughing the same furrow	1
2606	100	ploughing	2
2607	100	the same furrow	2
2608	100	same furrow	2
2609	100	furrow	2
2610	100	once too often	1
2611	100	once	2
2612	100	too often	2
2613	100	often	2
2614	101	-LRB- Green is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .	1
2615	101	Green is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .	1
2616	101	Green	2
2617	101	is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .	0
2618	101	is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike	0
2619	101	is -RRB- the comedy equivalent of Saddam Hussein , and	1
2620	101	is -RRB- the comedy equivalent of Saddam Hussein ,	1
2621	101	is -RRB- the comedy equivalent of Saddam Hussein	1
2622	101	is -RRB-	2
2623	101	the comedy equivalent of Saddam Hussein	1
2624	101	the comedy equivalent of	2
2625	101	the comedy equivalent	3
2626	101	comedy equivalent	2
2627	101	equivalent	2
2628	101	Saddam Hussein	2
2629	101	Saddam	2
2630	101	Hussein	2
2631	101	I 'm just about ready to go to the U.N. and ask permission for a preemptive strike	1
2632	101	'm just about ready to go to the U.N. and ask permission for a preemptive strike	1
2633	101	'm just	2
2634	101	about ready to go to the U.N. and ask permission for a preemptive strike	2
2635	101	ready to go to the U.N. and ask permission for a preemptive strike	1
2636	101	ready	2
2637	101	to go to the U.N. and ask permission for a preemptive strike	2
2638	101	go to the U.N. and ask permission for a preemptive strike	1
2639	101	go to the U.N. and	2
2640	101	go to the U.N.	2
2641	101	go	2
2642	101	to the U.N.	2
2643	101	the U.N.	2
2644	101	U.N.	2
2645	101	ask permission for a preemptive strike	2
2646	101	ask permission	2
2647	101	ask	2
2648	101	permission	2
2649	101	for a preemptive strike	2
2650	101	a preemptive strike	2
2651	101	preemptive strike	2
2652	101	preemptive	2
2653	101	strike	2
2654	102	A surprisingly ` solid ' achievement by director Malcolm D. Lee and writer John Ridley .	3
2655	102	A surprisingly ` solid ' achievement by director Malcolm D. Lee and writer John Ridley	3
2656	102	A surprisingly ` solid ' achievement by director	3
2657	102	A surprisingly ` solid ' achievement	3
2658	102	surprisingly ` solid ' achievement	4
2659	102	surprisingly ` solid '	3
2660	102	surprisingly	3
2661	102	` solid '	2
2662	102	solid '	3
2663	102	solid	3
2664	102	achievement	3
2665	102	by director	2
2666	102	Malcolm D. Lee and writer John Ridley	2
2667	102	Malcolm D. Lee and	2
2668	102	Malcolm D. Lee	3
2669	102	Malcolm	2
2670	102	D. Lee	2
2671	102	D.	2
2672	102	Lee	2
2673	102	writer John Ridley	2
2674	102	writer	2
2675	102	John Ridley	2
2676	102	John	2
2677	102	Ridley	2
2678	103	Massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history .	2
2679	103	Massoud 's story	2
2680	103	Massoud 's	2
2681	103	Massoud	2
2682	103	is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history .	3
2683	103	is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history	3
2684	103	an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history	3
2685	103	an epic , but also	3
2686	103	an epic ,	2
2687	103	an epic	3
2688	103	but also	2
2689	103	a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history	2
2690	103	a tragedy ,	2
2691	103	a tragedy	1
2692	103	the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history	3
2693	103	the record	2
2694	103	record	2
2695	103	of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history	2
2696	103	a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history	3
2697	103	a tenacious , humane fighter	3
2698	103	tenacious , humane fighter	2
2699	103	tenacious	3
2700	103	, humane fighter	2
2701	103	humane fighter	3
2702	103	humane	3
2703	103	fighter	2
2704	103	who was also the prisoner -LRB- and ultimately the victim -RRB- of history	2
2705	103	was also the prisoner -LRB- and ultimately the victim -RRB- of history	2
2706	103	was also	2
2707	103	was	2
2708	103	the prisoner -LRB- and ultimately the victim -RRB- of history	2
2709	103	the prisoner -LRB- and ultimately the victim -RRB-	2
2710	103	the prisoner	2
2711	103	prisoner	1
2712	103	-LRB- and ultimately the victim -RRB-	2
2713	103	and ultimately the victim -RRB-	1
2714	103	ultimately the victim -RRB-	2
2715	103	the victim -RRB-	1
2716	103	the victim	2
2717	103	victim	1
2718	103	of history	2
2719	104	Changing Lanes tries for more .	3
2720	104	Changing Lanes	2
2721	104	Changing	2
2722	104	Lanes	2
2723	104	tries for more .	1
2724	104	tries for more	2
2725	104	tries	2
2726	104	for more	2
2727	105	Shyamalan should stop trying to please his mom .	1
2728	105	Shyamalan	2
2729	105	should stop trying to please his mom .	2
2730	105	should stop trying to please his mom	1
2731	105	stop trying to please his mom	2
2732	105	stop	2
2733	105	trying to please his mom	3
2734	105	to please his mom	2
2735	105	please his mom	2
2736	105	please	2
2737	105	his mom	2
2738	105	mom	2
2739	106	A macabre and very stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .	3
2740	106	A macabre and very	2
2741	106	macabre and very	2
2742	106	macabre and	1
2743	106	macabre	1
2744	106	stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .	3
2745	106	stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters	3
2746	106	stylized Swedish fillm about a modern city	3
2747	106	stylized Swedish fillm	3
2748	106	stylized	2
2749	106	Swedish fillm	2
2750	106	Swedish	3
2751	106	fillm	2
2752	106	about a modern city	2
2753	106	a modern city	2
2754	106	modern city	2
2755	106	city	2
